"datsrc","institutioncode","collectioncode","catalognumber","genus","species","identifiedby","collectornumber","collector","stateprovince","county","locality","longitude","latitude","infraspecificEpithet","scientificname_gbif","municipality_gbif","scientificnameauthor_sp"
"gbif","USP","SPF","119965","Diplusodon","epilobioides","Cavalcanti, TB","3401","Ganev, W","Bahia",NA,"Catolés de Cima",-41.883333,-13.283333,NA,"Diplusodon epilobioides DC.","Abaíra",NA
"gbif","USP","SPF","121749","Diplusodon","buxifolius","Cavalcanti, TB","1329","Mello-Silva, R","Minas Gerais",NA,"Serra do Caraça",NA,NA,NA,"Diplusodon buxifolius DC.","Santa Bárbara",NA
"gbif","USP","SPF","121750","Diplusodon","buxifolius","Cavalcanti, TB","1390","Mello-Silva, R","Minas Gerais",NA,"Serra do Ouro Branco",-43.645556,-20.503889,NA,"Diplusodon buxifolius DC.","Ouro Branco",NA
"gbif","USP","SPF","123391","Diplusodon","ulei","Cavalcanti, TB","323","Conceição, AA","Bahia",NA,NA,NA,NA,"ulei","Diplusodon ulei var. ulei","Palmeiras",NA
"gbif","USP","SPF","123696","Diplusodon","plumbeus","Cavalcanti, TB","s.n.","Cavalcanti, TB; Ayres, CHS","Goiás",NA,"Cerrado. Solo areno-pedregoso. Relevo ondulado, com afloramento rochoso.",NA,NA,NA,"Diplusodon plumbeus T.B.Cavalcanti","Cristalina",NA
"gbif","USP","SPF","123697","Diplusodon","pygmaeus","Cavalcanti, TB","1363","Cavalcanti, TB; Pereira-Silva, G; Mello-Silva, R; Salimena-Pires, FRG","Goiás",NA,"Serra da Baliza, Estrada Vicinal a esquerda: a 5 km S de Alto Paraíso de Goiás sentido Brasília: GO-118. Topo do Morro.",-47.75,-14.183333,NA,"Diplusodon pygmaeus T.B.Cavalcanti","Alto Paraíso de Goiás",NA
"gbif","USP","SPF","123827","Diplusodon","ulei","Cavalcanti, TB","PCD3621","Bautista, HP","Bahia",NA,"Pedra Redonda",-41.4075,-12.95,"ciliatus","Diplusodon ulei var. ciliatus T.B.Cavalc.","Mucugê",NA
"gbif","USP","SPF","124400","Diplusodon","helianthemifolius","Anônimo","1458","Mello-Silva, R","Minas Gerais",NA,NA,NA,NA,"pemphoides","Diplusodon helianthemifolius var. pemphoides (DC.) Koehne","Botumirim",NA
"gbif","USP","SPF","124610","Diplusodon","helianthemifolius","Rapini, A","1487","Mello-Silva, R","Minas Gerais",NA,"Serra de Itacambira",NA,NA,NA,"Diplusodon helianthemifolius DC.","Itacambira",NA
"gbif","USP","SPF","124889","Diplusodon","paraisoensis","Cavalcanti, TB","1259","Cavalcanti, TB","Goiás",NA,NA,NA,NA,NA,"Diplusodon paraisoensis Lourteig","Campos Belos",NA
"gbif","USP","SPF","125847","Diplusodon","uninervius","Cavalcanti, TB","3","Lima, LR","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon uninervius Koehne","Diamantina",NA
"gbif","USP","SPF","126695","Diplusodon","paraisoensis","Cavalcanti, TB","2210","Cavalcanti, TB","Goiás",NA,NA,-47.265278,-13.870556,NA,"Diplusodon paraisoensis Lourteig","Teresina de Goiás",NA
"gbif","USP","SPF","127100","Diplusodon","hirsutus","Cavalcanti, TB","PCD5955","Nic Lughadha, E","Bahia",NA,NA,-41.207222,-11.590556,NA,"Diplusodon hirsutus DC.","Morro do Chapéu",NA
"gbif","USP","SPF","127386","Diplusodon","helianthemifolius","Cavalcanti, TB","631","Forzza, RC","Minas Gerais",NA,NA,-43.705,-18.182222,"helianthemifolius","Diplusodon helianthemifolius var. helianthemifolius","Diamantina",NA
"gbif","USP","SPF","129048","Diplusodon","ulei","Cavalcanti, TB","PCD5680","Atkins, S","Bahia",NA,NA,-41.475278,-12.939722,"ulei","Diplusodon ulei var. ulei","Mucugê",NA
"gbif","USP","SPF","129647","Diplusodon","virgatus","Cavalcanti, TB","4084","Pirani, JR","Minas Gerais",NA,NA,-43.678611,-18.751111,NA,"Diplusodon virgatus Pohl","Congonhas do Norte",NA
"gbif","USP","SPF","130022","Diplusodon","parvifolius","Cavalcanti, TB","PCD5582","Atkins, S","Bahia",NA,NA,-41.374444,-13.006667,NA,"Diplusodon parvifolius DC.","Mucugê",NA
"gbif","USP","SPF","131148","Diplusodon","nitidus","Cavalcanti, TB","4367","Pirani, JR","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon nitidus DC.","Botumirim",NA
"gbif","USP","SPF","131407","Diplusodon","sessiliflorus","Cavalcanti, TB","905","Forzza, RC","Goiás",NA,"Serra dos Pireneus",NA,NA,NA,"Diplusodon sessiliflorus Koehne","Cocalzinho de Goiás",NA
"gbif","USP","SPF","131649","Diplusodon","helianthemifolius","Cavalcanti, TB","24","Costa, FN","Minas Gerais",NA,NA,NA,NA,"helianthemifolius","Diplusodon helianthemifolius var. helianthemifolius","Diamantina",NA
"gbif","USP","SPF","131650","Diplusodon","glaucescens","Cavalcanti, TB","14","Costa, FN","Minas Gerais",NA,"Costa Sena.",NA,NA,NA,"Diplusodon glaucescens DC.",NA,NA
"gbif","USP","SPF","131977","Diplusodon","ciliiflorus","Cavalcanti, TB","724","Forzza, RC","Minas Gerais",NA,"Serra da Carapina.",-43.233333,-18.866667,NA,"Diplusodon ciliiflorus Koehne",NA,NA
"gbif","USP","SPF","132083","Diplusodon","virgatus","Cavalcanti, TB","928","Sano, PT","Minas Gerais",NA,"Parque Nacional da Serra da Canastra",NA,NA,"virgatus","Diplusodon virgatus var. virgatus","São Roque de Minas",NA
"gbif","USP","SPF","132312","Diplusodon","ulei","Cavalcanti, TB","PCD4914","Stannard, BL","Bahia",NA,"Serra do Marcelino",-41.834722,-13.595278,"ulei","Diplusodon ulei var. ulei","Rio de Contas",NA
"gbif","USP","SPF","134161","Diplusodon","ovatus","Cavalcanti, TB","256","Farinaccio, MA","Minas Gerais",NA,"Parque Nacional da Serra da Canastra",NA,NA,NA,"Diplusodon ovatus Pohl","São Roque de Minas",NA
"gbif","USP","SPF","135816","Diplusodon","ulei","Forzza, RC","1149","Forzza, RC","Bahia",NA,"Pico das Almas",NA,NA,NA,"Diplusodon ulei Koehne","Rio de Contas",NA
"gbif","USP","SPF","137604","Diplusodon","glocimarii","Cavalcanti, TB","320","Farinaccio, MA","Minas Gerais",NA,"Parque Nacional da Serra da Canastra",NA,NA,NA,"Diplusodon glocimarii T.B.Cavalc.","São Roque de Minas",NA
"gbif","USP","SPF","137605","Diplusodon","villosissimus","Cavalcanti, TB","323","Farinaccio, MA","Minas Gerais",NA,"Parque Nacional da Serra da Canastra",NA,NA,NA,"Diplusodon villosissimus Pohl","São Roque de Minas",NA
"gbif","USP","SPF","138096","Diplusodon","ulei","Cavalcanti, TB","39","Fothergill, JM","Bahia",NA,"Pico das Almas",-41.95,-13.533333,NA,"Diplusodon ulei Koehne","Rio de Contas",NA
"gbif","USP","SPF","140477","Diplusodon","bradei","Cavalcanti, TB","20900","Souza, VC","Minas Gerais",NA,NA,-43.964,-18.594333,NA,"Diplusodon bradei Pilg.","Gouveia",NA
"gbif","USP","SPF","140478","Diplusodon","ciliiflorus","Cavalcanti, TB","21113","Souza, VC","Minas Gerais",NA,"Pico do Itambé",-43.317194,-18.401556,NA,"Diplusodon ciliiflorus Koehne","Santo Antônio do Itambé",NA
"gbif","USP","SPF","140694","Diplusodon","rotundifolius","Cavalcanti, TB","1748","Mello-Silva, R","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon rotundifolius DC.","Diamantina",NA
"gbif","USP","SPF","142872","Diplusodon","petiolatus","Cavalcanti, TB","1593","Forzza, RC","Goiás",NA,NA,-47.083333,-13.45,NA,"Diplusodon petiolatus (Koehne) T.B.Cavalc.","Nova Roma",NA
"gbif","USP","SPF","142874","Diplusodon","incanus","Cavalcanti, TB","1607","Forzza, RC","Goiás",NA,NA,-47.35,-13.9,NA,"Diplusodon incanus Gardn. & Field.","Teresina de Goiás",NA
"gbif","USP","SPF","145860","Diplusodon","lanceolatus","Lombardi, JA","6","Pompeu, M","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon lanceolatus Pohl","Brasilândia de Minas",NA
"gbif","USP","SPF","146833","Diplusodon","parvifolius","Cavalcanti, TB","4967","Queiroz, LP","Bahia",NA,NA,NA,NA,NA,"Diplusodon parvifolius DC.","Rio de Contas",NA
"gbif","USP","SPF","148014","Diplusodon","ulei","Cavalcanti, TB","4398","Queiroz, LP","Bahia",NA,"Serra do Atalho",-41.833333,-13.033333,NA,"Diplusodon ulei Koehne","Abaíra",NA
"gbif","USP","SPF","149971","Diplusodon","lanceolatus","Cavalcanti, TB","743","Martens, LA","Minas Gerais",NA,NA,-47.266667,-19.333333,NA,"Diplusodon lanceolatus Pohl","Perdizes",NA
"gbif","USP","SPF","150244","Diplusodon","buxifolius","Mello-Barreto, HL","3379","Mello-Barreto, HL","Minas Gerais",NA,"Serra do Caraça",NA,NA,NA,"Diplusodon buxifolius DC.","Santa Bárbara",NA
"gbif","USP","SPF","150245","Diplusodon","glaucescens","Mello-Barreto, HL","8694","Mello-Barreto, HL","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon glaucescens DC.","Jaboticatubas",NA
"gbif","USP","SPF","150246","Diplusodon","myrsinites","Mello-Barreto, HL","488","Mendes Magalhães, G","Minas Gerais",NA,"Conceição do Ibitipoca",NA,NA,NA,"Diplusodon myrsinites DC.","Lima Duarte",NA
"gbif","USP","SPF","150247","Diplusodon","myrsinites","Mello-Barreto, HL","507","Mendes Magalhães, G","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,"Diplusodon myrsinites DC.","Lima Duarte",NA
"gbif","USP","SPF","152430","Diplusodon","hirsutus","Cavalcanti, TB","1091","Groppo, M","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Diplusodon hirsutus DC.","Santana do Riacho",NA
"gbif","USP","SPF","152431","Diplusodon","orbicularis","Cavalcanti, TB","1099","Groppo, M","Minas Gerais",NA,NA,-43.568056,-19.290861,NA,"Diplusodon orbicularis Koehne","Santana do Riacho",NA
"gbif","USP","SPF","153642","Diplusodon","thymifolius","Cavalcanti, TB","1757","Proença, C","Bahia",NA,NA,-44.983333,-12.1,NA,"Diplusodon thymifolius DC.","Barreiras",NA
"gbif","USP","SPF","153988","Diplusodon","incanus","Harley, RM","28587","Harley, RM","Bahia",NA,NA,-45.921389,-13.719167,NA,"Diplusodon incanus Gardn. & Field.","Correntina",NA
"gbif","USP","SPF","155559","Diplusodon","canastrensis","Cavalcanti, TB","1973","Mello-Silva, R; Lima, LR; Pontes, AF","Minas Gerais",NA,"Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento, a 41 km da portaria de São Roque de Minas. Campo sujo areno-pedregoso.",NA,NA,NA,"Diplusodon canastrensis T.B.Cavalc.","Sacramento",NA
"gbif","USP","SPF","155835","Diplusodon","uninervius","Antar, GM","239","Lima, LR","Minas Gerais",NA,"Estrada Diamantina-Biribiri.",-43.614694,-18.203056,NA,"Diplusodon uninervius Koehne","Diamantina",NA
"gbif","USP","SPF","156368","Diplusodon","incanus","Cavalcanti, TB","71184","Hatschbach, G","Goiás",NA,NA,NA,NA,NA,"Diplusodon incanus Gardn. & Field.","São Domingos",NA
"gbif","USP","SPF","159911","Diplusodon","thymifolius","Cavalcanti, TB","8","Bothelho, RB","Bahia",NA,"Serra Geral",-42.505278,-14.088611,NA,"Diplusodon thymifolius DC.","Caetité",NA
"gbif","USP","SPF","160307","Diplusodon","helianthemifolius","Cavalcanti, TB","8422","Souza, VC","Minas Gerais",NA,"Pedro Lessa",NA,NA,"helianthemifolius","Diplusodon helianthemifolius var. helianthemifolius","Serro",NA
"gbif","USP","SPF","160308","Diplusodon","virgatus","Cavalcanti, TB","7912","Souza, VC","Minas Gerais",NA,NA,-43.663639,-20.489056,NA,"Diplusodon virgatus Pohl","Ouro Branco",NA
"gbif","USP","SPF","160660","Diplusodon","myrsinites","Cavalcanti, TB","2005","Souza, VC","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon myrsinites DC.","Itutinga",NA
"gbif","USP","SPF","161628","Diplusodon","ciliatiflorus","Cavalcanti, TB","2251","Mello-Silva, R","Goiás",NA,"Parque Municipal do Preguiça.",-44.811944,-14.172778,NA,"Diplusodon ciliatiflorus T.B.Cavalc.","Alto Paraíso de Goiás",NA
"gbif","USP","SPF","161629","Diplusodon","longipes","Cavalcanti, TB","2248","Mello-Silva, R","Goiás",NA,NA,-48.14,-14.324167,NA,"Diplusodon longipes Koehne","Niquelândia",NA
"gbif","USP","SPF","162277","Diplusodon","astictus","Cavalcanti, TB","2535","Forzza, RC","Goiás",NA,"Serra da Baliza",-47.504722,-14.173889,NA,"Diplusodon astictus Lourteig","Alto Paraíso de Goiás",NA
"gbif","USP","SPF","162278","Diplusodon","aggregatifolius","Cavalcanti, TB","2558","Mello-Silva, R","Minas Gerais",NA,"Ribeirão dos Bois",-42.885833,-16.558611,NA,"Diplusodon aggregatifolius T.B.Cavalc.","Grão Mogol",NA
"gbif","USP","SPF","163809","Diplusodon","candollei","Cavalcanti, TB","5156","Pirani, JR","Minas Gerais",NA,"Serra Talhada",-43.748056,-18.840556,NA,"Diplusodon candollei Pohl ex DC.","Congonhas do Norte",NA
"gbif","USP","SPF","164642","Diplusodon","minasensis","Cavalcanti, TB","2382","Mello-Silva, R","Minas Gerais",NA,"Serra Talhada",-43.7525,-18.810833,NA,"Diplusodon minasensis Lourteig","Congonhas do Norte",NA
"gbif","USP","SPF","164643","Diplusodon","hexander","Cavalcanti, TB","2485","Mello-Silva, R","Minas Gerais",NA,NA,-42.720556,-18.283333,NA,"Diplusodon hexander DC.","Diamantina",NA
"gbif","USP","SPF","165764","Diplusodon","epilobioides","Cavalcanti, TB","18","Melo-Pinna, GFA","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon epilobioides DC.","Grão Mogol",NA
"gbif","USP","SPF","166000","Diplusodon","glocimarii","Cavalcanti, TB","2521","Cavalcanti, TB; et al.","Minas Gerais",NA,"MG050, lado esquerdo da estrada. Do lado direito vê-se reservatório de Furnas.",-46.433333,-21.066667,NA,"Diplusodon glocimarii T.B.Cavalc.","Capitólio",NA
"gbif","USP","SPF","166001","Diplusodon","punctatus","Cavalcanti, TB","5084","Pereira-Silva, G; et al.","Goiás",NA,"Balsa do Rio Tocantins. Serra Branca, km 2. Cerrado, acidentado. Solo arenoso com afloramento de quartzo leitoso. Área de influência da futura hidrelétrica de Cana Brava, influência indireta.",-48.096667,-13.573889,"dentatus","Diplusodon punctatus var. dentatus T.B.Cavalc.","Cavalcante",NA
"gbif","USP","SPF","167024","Diplusodon","minasensis","Cavalcanti, TB","19","Lovo, J","Minas Gerais",NA,"Serra Talhada",-43.7525,-18.810833,NA,"Diplusodon minasensis Lourteig","Congonhas do Norte",NA
"gbif","USP","SPF","168473","Diplusodon","hexander","Cavalcanti, TB","5233","Pirani, JR","Minas Gerais",NA,"Serra do Barro Preto",-43.7175,-18.4225,NA,"Diplusodon hexander DC.","Gouveia",NA
"gbif","USP","SPF","169559","Diplusodon","ulei","Anônimo","11","Araújo-Nóbrega, M","Bahia",NA,"Chapada Diamantina",-41.5,-13.433333,"ulei","Diplusodon ulei var. ulei","Ibicoara",NA
"gbif","USP","SPF","169795","Diplusodon","helianthemifolius","Anônimo","2709","Mello-Silva, R","Minas Gerais",NA,"Serra da Canastra",-43.026667,-16.857222,NA,"Diplusodon helianthemifolius DC.","Botumirim",NA
"gbif","USP","SPF","169796","Diplusodon","parvifolius","Cavalcanti, TB","2809","Mello-Silva, R","Bahia",NA,NA,-41.808056,-13.069444,NA,"Diplusodon parvifolius DC.","Piatã",NA
"gbif","USP","SPF","169797","Diplusodon","hirsutus","Cavalcanti, TB","2865","Mello-Silva, R","Minas Gerais",NA,"Serra das Ninfas",-45.026944,-21.7625,NA,"Diplusodon hirsutus DC.","São Thomé das Letras",NA
"gbif","USP","SPF","170635","Diplusodon","ramosissimus","Cavalcanti, TB","5056","Pereira-Silva, G","Goiás",NA,NA,-48.136944,-13.395278,NA,"Diplusodon ramosissimus Pohl","Cavalcante",NA
"gbif","USP","SPF","170636","Diplusodon","virgatus","Cavalcanti, TB","1033A","Pastore, JFB","Goiás",NA,NA,NA,NA,NA,"Diplusodon virgatus Pohl","Hidrolândia",NA
"gbif","USP","SPF","175822","Diplusodon","myrsinites","Mello-Silva, R","2879","Mello-Silva, R","Minas Gerais",NA,"Serra do Caraça",NA,NA,NA,"Diplusodon myrsinites DC.","Catas Altas",NA
"gbif","USP","SPF","175823","Diplusodon","myrsinites","Mello-Silva, R","2930","Mello-Silva, R","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon myrsinites DC.","Itutinga",NA
"gbif","USP","SPF","175824","Diplusodon","orbicularis","Mello-Silva, R","2895","Mello-Silva, R","Minas Gerais",NA,"Serra do Cipó",-43.694722,-19.139722,NA,"Diplusodon orbicularis Koehne","Santana do Riacho",NA
"gbif","USP","SPF","175825","Diplusodon","virgatus","Mello-Silva, R","2915","Mello-Silva, R","Minas Gerais",NA,NA,-43.666111,-19.233056,NA,"Diplusodon virgatus Pohl","Santana do Riacho",NA
"gbif","USP","SPF","175851","Diplusodon","hirsutus","Mello-Silva, R","2914","Mello-Silva, R","Minas Gerais",NA,NA,-43.697778,-19.1125,NA,"Diplusodon hirsutus DC.","Santana do Riacho",NA
"gbif","USP","SPF","175852","Diplusodon","hirsutus","Mello-Silva, R","2927","Mello-Silva, R","Minas Gerais",NA,"Serra do Cipó",-43.604444,-19.2625,NA,"Diplusodon hirsutus DC.","Santana do Riacho",NA
"gbif","USP","SPF","175853","Diplusodon","myrsinites","Mello-Silva, R","2894","Mello-Silva, R","Minas Gerais",NA,"Serra do Caraça",NA,NA,NA,"Diplusodon myrsinites DC.","Catas Altas",NA
"gbif","USP","SPF","176563","Diplusodon","ciliiflorus","Lourteig, C","22670","Harley, RM","Bahia",NA,"Serras dos Lençóis",-41.433333,-12.466667,NA,"Diplusodon ciliiflorus Koehne",NA,NA
"gbif","USP","SPF","178123","Diplusodon","verruculosus","Mello-Silva, R","830","Zappi, DC","Minas Gerais",NA,"Serra do Cipó",-43.763056,-19,NA,"Diplusodon verruculosus T.B.Cavalc.","Santana de Pirapama",NA
"gbif","USP","SPF","182004","Diplusodon","oblongus","Cavalcanti, TB","8443","Paula-Souza, J","Goiás",NA,NA,-52.292222,-17.135833,NA,"Diplusodon oblongus Pohl","Caiapônia",NA
"gbif","USP","SPF","182005","Diplusodon","oblongus","Cavalcanti, TB","8446","Paula-Souza, J","Goiás",NA,NA,-52.292222,-17.135833,NA,"Diplusodon oblongus Pohl","Caiapônia",NA
"gbif","USP","SPF","182006","Diplusodon","oblongus","Cavalcanti, TB","8724","Paula-Souza, J","Goiás",NA,NA,NA,NA,NA,"Diplusodon oblongus Pohl","Alto Paraíso de Goiás",NA
"gbif","USP","SPF","182007","Diplusodon","oblongus","Cavalcanti, TB","8725","Paula-Souza, J","Goiás",NA,NA,NA,NA,NA,"Diplusodon oblongus Pohl","Alto Paraíso de Goiás",NA
"gbif","USP","SPF","182404","Diplusodon","ulei","Guedes, ML; Moura, R","1552","Roque, N","Bahia",NA,"Parque Municipal de Mucugê",-41.343889,-13.016667,NA,"Diplusodon ulei Koehne","Mucugê",NA
"gbif","USP","SPF","183485","Diplusodon","uninervius","Cavalcanti, TB","32764","Souza, VC","Minas Gerais",NA,"Serra do Cipó",-43.755556,-19.006111,NA,"Diplusodon uninervius Koehne","Santana de Pirapama",NA
"gbif","USP","SPF","183596","Diplusodon","helianthemifolius","Cavalcanti, TB","3019","Mello-Silva, R","Minas Gerais",NA,NA,-43.006944,-16.912778,"pemphoides","Diplusodon helianthemifolius var. pemphoides (DC.) Koehne","Botumirim",NA
"gbif","USP","SPF","184103","Diplusodon","lanceolatus","Amorim, EH","659","Amorim, EH","Minas Gerais",NA,"Estação Ambiental de Galheiro",NA,NA,NA,"Diplusodon lanceolatus Pohl","Perdizes",NA
"gbif","USP","SPF","185164","Diplusodon","strigosus","Cavalcanti, TB","471","Saavedra, MM","Goiás",NA,NA,-47.7,-14.131389,NA,"Diplusodon strigosus Pohl","Alto Paraíso de Goiás",NA
"gbif","USP","SPF","185165","Diplusodon","panniculatus","Cavalcanti, TB","391","Saavedra, MM","Goiás",NA,NA,-47.565278,-16.803889,NA,"Diplusodon panniculatus Koehne","Cristalina",NA
"gbif","USP","SPF","185170","Diplusodon","glaucescens","Ilegível","874","Graham, SA","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon glaucescens DC.","Presidente Kubitschek",NA
"gbif","USP","SPF","185171","Diplusodon","nitidus","Ilegível","5862","Mexia, Y","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon nitidus DC.","Diamantina",NA
"gbif","USP","SPF","185173","Diplusodon","oblongus","Lourteig, A","13690","Irwin, HS","Goiás",NA,"Serra dos Cristais",NA,NA,NA,"Diplusodon oblongus Pohl",NA,NA
"gbif","USP","SPF","185174","Diplusodon","rosmarinifolius","Cavalcanti, TB","21424","Glaziou, A","Goiás",NA,NA,NA,NA,NA,"Diplusodon rosmarinifolius A.St.-Hil.",NA,NA
"gbif","USP","SPF","185175","Diplusodon","strigosus","Graham, SA","10107","Anderson, WR","Goiás",NA,"Serra Dourada",NA,NA,NA,"Diplusodon strigosus Pohl",NA,NA
"gbif","USP","SPF","185176","Diplusodon","virgatus","Anônimo","312","Claussen, M","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon virgatus Pohl",NA,NA
"gbif","USP","SPF","185177","Diplusodon","virgatus","Anônimo","878","Graham, SA","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon virgatus Pohl","Datas",NA
"gbif","USP","SPF","185178","Diplusodon","virgatus","Anônimo","s.n.","Glaziou, A","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon virgatus Pohl","São João Del Rei",NA
"gbif","USP","SPF","190890","Diplusodon","virgatus","Silva, ACB","397","Silva, ACB","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon virgatus Pohl","Delfinópolis",NA
"gbif","USP","SPF","190891","Diplusodon","villosissimus","Silva, ACB","158","Silva, ACB","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon villosissimus Pohl","Delfinópolis",NA
"gbif","USP","SPF","190892","Diplusodon","ciliiflorus","Silva, ACB","828","Silva, ACB","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon ciliiflorus Koehne","Delfinópolis",NA
"gbif","USP","SPF","190893","Diplusodon","ciliiflorus","Silva, ACB","125","Silva, ACB","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon ciliiflorus Koehne","Delfinópolis",NA
"gbif","USP","SPF","190942","Diplusodon","nitidus","Cavalcanti, TB","3183","Mello-Silva, R","Minas Gerais",NA,NA,-43.537444,-16.963694,NA,"Diplusodon nitidus DC.","Juramento",NA
"gbif","USP","SPF","191633","Diplusodon","virgatus","Silva, ACB","761","Silva, ACB","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon virgatus Pohl","Delfinópolis",NA
"gbif","USP","SPF","191634","Diplusodon","virgatus","Silva, ACB","972","Silva, ACB","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon virgatus Pohl","Delfinópolis",NA
"gbif","USP","SPF","193783","Diplusodon","ulei","Araújo, AC; Lucas, EJ","15743","Harley, RM","Bahia",NA,"Serra do Sincorá",-41.333333,-13.333333,NA,"Diplusodon ulei Koehne",NA,NA
"gbif","USP","SPF","193784","Diplusodon","hirsutus","Araújo, AC; Lucas, EJ","19944","Harley, RM","Bahia",NA,"Serra do Rio de Contas",-41.816667,-13.483333,NA,"Diplusodon hirsutus DC.",NA,NA
"gbif","USP","SPF","194696","Diplusodon","minasensis","Cavalcanti, TB","714","Menini Neto, L","Minas Gerais",NA,"Itapanhoacanga",-43.443333,-18.798333,NA,"Diplusodon minasensis Lourteig","Alvorada de Minas",NA
"gbif","USP","SPF","196708","Diplusodon","myrsinites","Cavalcanti, TB","3271","Mello-Silva, R","Minas Gerais",NA,"Parque Estadual do Ibitipoca",-43.89125,-21.706722,NA,"Diplusodon myrsinites DC.","Lima Duarte",NA
"gbif","USP","SPF","19882","Diplusodon","orbicularis","Pirani, JR","CFSC7192","Castro, NM","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Diplusodon orbicularis Koehne","Santana do Riacho",NA
"gbif","USP","SPF","20136","Diplusodon","smithii","Cavalcanti, TB","CFSC7311","Menezes, NL","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Diplusodon smithii Lourteig","Santana do Riacho",NA
"gbif","USP","SPF","20141","Diplusodon","orbicularis","Pirani, JR","CFSC7316","Giulietti, AM","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Diplusodon orbicularis Koehne","Santana do Riacho",NA
"gbif","USP","SPF","20143","Diplusodon","orbicularis","Pirani, JR","CFSC7318","Menezes, NL","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Diplusodon orbicularis Koehne","Santana do Riacho",NA
"gbif","USP","SPF","202700","Diplusodon","kielmeyeroides","Cavalcanti, TB","1851","Pastore, JFB","Goiás",NA,"Estrada entre Distrito de São Jorge e Colinas do Sul.",-47.890556,-14.221111,"macrocalyx","Diplusodon kielmeyeroides var. macrocalyx T.B.Cavalc.","Alto Paraíso de Goiás",NA
"gbif","USP","SPF","203298","Diplusodon","micromerus","Cavalcanti, TB","466","Pastore, JFB","Goiás",NA,NA,NA,NA,NA,"Diplusodon micromerus T.B.Cavalc.","Cavalcante",NA
"gbif","USP","SPF","204580","Diplusodon","smithii","Cavalcanti, TB","CFSC10110","Cavalcanti, TB","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Diplusodon smithii Lourteig","Santana do Riacho",NA
"gbif","USP","SPF","209659","Diplusodon","lanceolatus","Zappi, DC","2759","Zappi, DC","Minas Gerais",NA,"Serra do Cipó, Capela de São José. Terreno do Sr Luiz, perto do Rio das Pedras",-43.776008,-19.005016,NA,"Diplusodon lanceolatus Pohl","Santana de Pirapama",NA
"gbif","USP","SPF","210511","Diplusodon","minasensis","Cavalcanti, TB","2733","Zappi, DC","Minas Gerais",NA,"Serra do Cipó, Capela de São José. Subida da Senhorinha",-43.758658,-18.953765,NA,"Diplusodon minasensis Lourteig","Santana de Pirapama",NA
"gbif","USP","SPF","210512","Diplusodon","uninervius","Zappi, DC","2794","Zappi, DC","Minas Gerais",NA,"Serra do Cipó, Trilha do João Carrinho, ao sul do Rio das Pedras.",-43.737051,-19.047661,NA,"Diplusodon uninervius Koehne","Santana do Riacho",NA
"gbif","USP","SPF","210513","Diplusodon","uninervius","Zappi, DC","2295","Zappi, DC","Minas Gerais",NA,"Serra do Cipó, Trilha do João Carrinho",-43.736864,-19.047296,NA,"Diplusodon uninervius Koehne","Santana do Riacho",NA
"gbif","USP","SPF","210517","Diplusodon","minasensis","Cavalcanti, TB","1913","Zappi, DC","Minas Gerais",NA,"Serra do Cipó, Trilha da Senhorinha, primeiro platô.",-43.758325,-18.959861,NA,"Diplusodon minasensis Lourteig","Santana de Pirapama",NA
"gbif","USP","SPF","210518","Diplusodon","orbicularis","Zappi, DC; Sasaki, D","2398","Fraga, CN","Minas Gerais",NA,"Serra do Cipó, Início da trilha da captação de água da Faz. Toucan Cipó. Capela de São José.",-43.776411,-18.963214,NA,"Diplusodon orbicularis Koehne","Santana de Pirapama",NA
"gbif","USP","SPF","210522","Diplusodon","lanceolatus","Devecchi, MF","1721","Zappi, DC","Minas Gerais",NA,"Serra do Cipó, Serra do Cipó, estrada de terra ligando Capela de São José a Santana do Riacho.",-43.773622,-19.000599,NA,"Diplusodon lanceolatus Pohl","Santana de Pirapama",NA
